epoch	train_loss	dev_loss	dev_score	best_dev_score
1	919.950297	0.0023	0.0023
2	540.970266	0.0032	0.0032
3	541.605628	0.0048	0.0048
4	540.577593	0.0024	0.0048
5	537.572259	0.0050	0.0050
6	538.784203	0.0054	0.0054
7	535.941193	0.0053	0.0054
8	534.584273	0.0038	0.0054
9	532.918206	0.0031	0.0054
10	725.546651	0.0034	0.0054
11	613.310930	0.0012	0.0054
12	607.973026	0.0046	0.0054
13	606.149241	0.0053	0.0054
14	603.643979	0.0076	0.0076
15	605.207509	0.0076	0.0076
16	605.406813	0.0052	0.0076
17	600.776293	0.0069	0.0076
18	598.746429	0.0069	0.0076
19	600.000105	0.0082	0.0082
20	600.070360	0.0095	0.0095
21	599.651635	0.0089	0.0095
22	600.357697	0.0077	0.0095
23	598.766619	0.0082	0.0095
24	599.737969	0.0090	0.0095
25	603.516713	0.0064	0.0095
26	597.387373	0.0077	0.0095
27	598.510179	0.0107	0.0107
28	598.725315	0.0095	0.0107
29	597.447771	0.0078	0.0107
30	600.642456	0.0094	0.0107
31	596.109317	0.0090	0.0107
32	598.328030	0.0074	0.0107
33	599.418433	0.0057	0.0107
34	597.863352	0.0068	0.0107
35	598.591414	0.0053	0.0107
36	595.433743	0.0052	0.0107
37	597.261681	0.0065	0.0107
38	599.215057	0.0060	0.0107
39	596.188724	0.0053	0.0107
40	598.214291	0.0058	0.0107
41	594.504052	0.0059	0.0107
42	600.071086	0.0068	0.0107
43	595.569350	0.0063	0.0107
44	597.470856	0.0073	0.0107
45	596.211612	0.0068	0.0107
46	597.655270	0.0075	0.0107
47	596.124824	0.0075	0.0107
48	596.637461	0.0075	0.0107
49	596.333957	0.0075	0.0107
50	597.492588	0.0074	0.0107
