0	1100	1
0	1247	1
0	1276	1
0	1278	1
0	1380	1
0	1437	1
0	1448	1
0	1498	1
0	1520	1
0	1526	1
1	263	1
1	976	1
1	1061	1
1	1162	1
1	1483	1
1	1547	1
1	1549	1
2	267	1
2	289	1
2	309	1
2	971	1
2	1247	1
2	1321	1
2	1377	1
2	1439	1
2	1448	1
2	1460	1
2	1470	1
2	1484	1
2	1523	1
2	1594	1
2	1598	1
2	575	1
3	7	1
3	135	1
3	186	1
3	206	1
3	215	1
3	218	1
3	251	1
3	341	1
3	370	1
3	405	1
3	492	1
3	540	1
3	559	1
3	571	1
3	602	1
3	741	1
3	760	1
3	761	1
3	776	1
3	806	1
3	810	1
3	831	1
3	835	1
3	855	1
3	856	1
3	1107	1
3	1127	1
3	1128	1
3	1130	1
3	1158	1
3	1176	1
3	1186	1
3	1206	1
3	1207	1
3	1321	1
3	1448	1
3	1484	1
3	1527	1
3	1578	1
3	1927	1
3	2016	1
3	2022	1
3	100	1
3	115	1
3	2049	1
3	2056	1
3	2062	1
3	2088	1
3	2092	1
3	2093	1
3	2105	1
3	2111	1
3	2123	1
3	2124	1
3	2131	1
3	2139	1
3	397	1
3	2147	1
3	2149	1
3	2153	1
3	443	1
3	2161	1
3	2163	1
3	2169	1
3	2202	1
3	2204	1
3	563	1
3	565	1
3	2217	1
3	2221	1
3	2222	1
3	2223	1
3	2225	1
3	626	1
3	2238	1
3	629	1
3	2268	1
3	2280	1
3	2281	1
3	2284	1
3	2289	1
3	2294	1
3	997	1
3	999	1
3	1185	1
3	2457	1
4	1	1
4	2	1
4	3	1
4	1875	1
4	1958	1
4	1973	1
4	1995	1
5	255	1
5	455	1
5	859	1
5	1006	1
5	1022	1
5	1215	1
5	1745	1
6	3	1
6	357	1
6	613	1
6	803	1
6	826	1
7	901	1
7	911	1
7	1269	1
7	1297	1
7	1328	1
7	1463	1
8	408	1
8	497	1
8	505	1
8	550	1
8	965	1
8	1003	1
8	1191	1
8	1238	1
8	1275	1
8	1864	1
9	839	1
9	897	1
9	1281	1
9	1349	1
9	1522	1
10	27	1
10	28	1
10	29	1
10	163	1
10	456	1
10	488	1
10	612	1
10	879	1
10	1111	1
10	1288	1
10	1709	1
10	1710	1
10	1711	1
10	1712	1
10	1713	1
10	1714	1
10	1715	1
10	1717	1
10	1733	1
10	1764	1
10	2089	1
10	2232	1
10	2236	1
10	2299	1
10	1716	1
11	635	1
11	1821	1
11	2350	1
11	2396	1
11	2420	1
12	284	1
12	863	1
12	1807	1
12	1813	1
12	2133	1
12	2427	1
13	327	1
13	373	1
13	707	1
13	708	1
13	1337	1
14	25	1
14	813	1
14	883	1
14	1503	1
14	1844	1
14	2118	1
15	1067	1
15	1168	1
15	1248	1
15	1431	1
15	1590	1
15	1645	1
15	1696	1
15	1768	1
16	613	1
16	943	1
16	1779	1
16	1880	1
16	1885	1
17	169	1
17	256	1
17	288	1
17	303	1
17	332	1
17	343	1
17	382	1
17	425	1
17	549	1
17	573	1
17	974	1
17	1017	1
17	1020	1
17	1043	1
17	1179	1
17	1377	1
17	1414	1
17	990	1
18	994	1
18	1083	1
18	1226	1
18	1287	1
18	1360	1
18	1737	1
18	1802	1
18	1820	1
19	935	1
19	1251	1
19	1258	1
19	1316	1
19	1724	1
19	1815	1
19	1966	1
20	719	1
20	865	1
20	1277	1
20	1684	1
20	1819	1
20	631	1
21	204	1
21	380	1
21	878	1
21	1414	1
21	1981	1
21	2081	1
22	882	1
22	1377	1
22	1410	1
22	1576	1
22	1577	1
22	1605	1
22	1623	1
22	1654	1
23	528	1
23	574	1
23	644	1
23	648	1
23	1175	1
24	2	1
24	75	1
24	127	1
24	140	1
24	316	1
24	683	1
24	690	1
24	751	1
24	754	1
24	755	1
24	803	1
24	828	1
24	834	1
24	876	1
24	882	1
24	909	1
24	919	1
24	933	1
24	1076	1
24	1098	1
24	1107	1
24	1113	1
24	1153	1
24	1178	1
24	1302	1
24	1329	1
24	2054	1
25	1092	1
25	1167	1
25	1294	1
25	1476	1
25	1541	1
25	1554	1
25	1616	1
25	1728	1
25	1735	1
25	1805	1
25	1816	1
25	1896	1
26	40	1
26	601	1
26	625	1
26	1518	1
26	1868	1
27	120	1
27	221	1
27	334	1
27	367	1
27	439	1
27	514	1
27	630	1
27	997	1
28	24	1
28	82	1
28	155	1
28	867	1
28	1532	1
28	1672	1
28	2094	1
28	1418	1
29	491	1
29	645	1
29	752	1
29	753	1
29	1057	1
29	1141	1
29	1142	1
29	1183	1
29	1187	1
29	1223	1
29	1247	1
29	1275	1
29	1457	1
29	1563	1
30	84	1
30	319	1
30	1015	1
30	1050	1
30	1053	1
30	1097	1
30	1691	1
30	1788	1
31	1737	1
31	1759	1
31	1817	1
31	1877	1
31	1996	1
31	2315	1
31	1685	1
32	235	1
32	503	1
32	522	1
32	647	1
32	712	1
32	724	1
32	738	1
