# epoch	train_loss	dev_loss	dev_score	best_dev_score
1	1295.733050	0.0946	0.0946
2	1158.647675	0.0946	0.0946
3	1348.068146	0.0946	0.0946
4	1295.931832	0.0945	0.0946
5	1289.407606	0.0930	0.0946
6	1254.112675	0.0961	0.0961
7	1219.593654	0.0961	0.0961
8	1391.508187	0.0962	0.0962
9	1296.617580	0.0962	0.0962
10	1795.578831	0.0977	0.0977
11	1769.258519	0.0961	0.0977
12	1748.073042	0.0961	0.0977
13	1693.877171	0.0961	0.0977
14	1829.901821	0.0961	0.0977
15	1825.219622	0.0961	0.0977
16	1856.374930	0.0961	0.0977
17	1885.389997	0.0961	0.0977
18	1576.847046	0.0961	0.0977
19	1678.748247	0.0961	0.0977
20	1754.919826	0.0961	0.0977
21	1705.898812	0.0961	0.0977
22	1769.085371	0.0961	0.0977
23	1739.923532	0.0961	0.0977
24	1826.856070	0.0961	0.0977
25	1641.735753	0.0961	0.0977
26	1761.487810	0.0961	0.0977
27	1761.914141	0.0961	0.0977
28	1853.308184	0.0961	0.0977
29	1646.150269	0.0961	0.0977
30	1709.334752	0.0961	0.0977
31	1688.942967	0.0961	0.0977
32	1599.730155	0.0961	0.0977
33	1808.266392	0.0961	0.0977
34	1768.723921	0.0961	0.0977
35	1806.380981	0.0961	0.0977
36	1728.642256	0.0961	0.0977
37	1665.789150	0.0961	0.0977
38	1894.826067	0.0961	0.0977
39	1681.957223	0.0961	0.0977
40	1701.915519	0.0961	0.0977
41	1832.746966	0.0961	0.0977
42	1893.319746	0.0961	0.0977
43	1664.346444	0.0961	0.0977
44	1797.467922	0.0961	0.0977
45	1679.708514	0.0961	0.0977
46	1674.405247	0.0961	0.0977
47	1699.037685	0.0961	0.0977
48	1760.395517	0.0961	0.0977
49	1755.071490	0.0961	0.0977
50	1647.351937	0.0961	0.0977
