epoch	train_loss	dev_loss	dev_score	best_dev_score
1	808.839621	0.0430	0.0430
2	925.626587	0.0422	0.0430
3	632.642991	0.0413	0.0430
4	406.682698	0.0452	0.0452
5	329.476295	0.0541	0.0541
6	318.235465	0.0379	0.0541
7	319.228047	0.0401	0.0541
8	317.206329	0.0384	0.0541
9	317.269070	0.0524	0.0541
10	316.058342	0.0373	0.0541
11	316.210386	0.0391	0.0541
12	316.366340	0.0590	0.0590
13	316.673844	0.0332	0.0590
14	316.251933	0.0518	0.0590
15	317.991530	0.0406	0.0590
16	314.779421	0.0450	0.0590
17	314.402037	0.0356	0.0590
18	317.722042	0.0470	0.0590
19	316.226112	0.0636	0.0636
20	316.029742	0.0476	0.0636
21	316.461860	0.0466	0.0636
22	317.433502	0.0460	0.0636
23	316.630594	0.0418	0.0636
24	316.106237	0.0358	0.0636
25	314.639304	0.0518	0.0636
26	315.320697	0.0462	0.0636
27	314.226263	0.0508	0.0636
28	314.543890	0.0374	0.0636
29	316.157555	0.0468	0.0636
30	315.429440	0.0468	0.0636
31	316.396432	0.0358	0.0636
32	315.166287	0.0477	0.0636
33	315.925630	0.0508	0.0636
34	315.043936	0.0421	0.0636
35	317.388670	0.0525	0.0636
36	314.818155	0.0322	0.0636
37	314.752917	0.0512	0.0636
38	316.281855	0.0341	0.0636
39	316.194429	0.0465	0.0636
40	313.013559	0.0577	0.0636
41	315.274509	0.0498	0.0636
42	316.322079	0.0505	0.0636
43	314.011266	0.0429	0.0636
44	313.668270	0.0523	0.0636
45	315.990586	0.0531	0.0636
46	316.365933	0.0544	0.0636
47	315.945135	0.0316	0.0636
48	315.492629	0.0488	0.0636
49	314.883410	0.0416	0.0636
50	316.332520	0.0558	0.0636
