# epoch	train_loss	dev_loss	dev_score	best_dev_score
1	1005.896654	0.0037	0.0037
2	563.458226	0.0038	0.0038
3	539.785073	0.0053	0.0053
4	540.048706	0.0039	0.0053
5	539.123566	0.0054	0.0054
6	538.925419	0.0051	0.0054
7	538.614445	0.0055	0.0055
8	538.413334	0.0085	0.0085
9	538.252088	0.0092	0.0092
10	757.298427	0.0068	0.0092
11	624.022832	0.0044	0.0092
12	611.686122	0.0030	0.0092
13	605.568416	0.0056	0.0092
14	605.604776	0.0052	0.0092
15	602.807979	0.0042	0.0092
16	604.336884	0.0050	0.0092
17	606.447767	0.0032	0.0092
18	605.217534	0.0037	0.0092
19	604.326686	0.0055	0.0092
20	604.480726	0.0029	0.0092
21	602.495052	0.0043	0.0092
22	604.508183	0.0050	0.0092
23	600.160091	0.0042	0.0092
24	603.404319	0.0042	0.0092
25	600.516894	0.0023	0.0092
26	599.953626	0.0041	0.0092
27	605.204411	0.0045	0.0092
28	602.471632	0.0047	0.0092
29	603.107718	0.0037	0.0092
30	601.127925	0.0022	0.0092
31	604.846959	0.0040	0.0092
32	602.812801	0.0053	0.0092
33	601.184448	0.0032	0.0092
34	604.642779	0.0061	0.0092
35	599.690408	0.0045	0.0092
36	599.754857	0.0035	0.0092
37	601.109567	0.0051	0.0092
38	604.819384	0.0041	0.0092
39	599.048257	0.0043	0.0092
40	601.099099	0.0039	0.0092
41	603.049652	0.0046	0.0092
42	599.142133	0.0047	0.0092
43	601.760415	0.0041	0.0092
44	604.452096	0.0033	0.0092
45	598.739480	0.0023	0.0092
46	603.721069	0.0014	0.0092
47	600.127437	0.0014	0.0092
48	602.698979	0.0014	0.0092
49	603.279075	0.0011	0.0092
50	599.255746	0.0014	0.0092
