0	398	0.4854
0	2363	0.9913
0	1599	0.8062
0	2244	0.9673
0	3656	-0.2263
0	0	0.7722
0	751	0.3522
0	3859	0.9123
0	1729	0.9501
0	1349	0.9646
0	48	0.9867
0	905	0.5367
0	237	0.8876
0	3498	0.9904
1	1	0.2382
1	2232	0.4927
1	1116	0.6249
1	1122	0.7774
2	1593	0.9413
2	902	0.9699
2	1664	0.875
2	433	0.5451
2	2488	0.9153
2	2	-0.7549
2	774	0.7645
2	533	0.8885
3	3874	0.9831
3	2572	0.8839
3	3671	0.9613
3	2873	0.9895
3	3200	0.4491
3	628	0.9622
3	3089	0.9871
3	2018	0.9868
3	1127	0.9636
3	1305	0.8556
3	2184	0.9877
3	829	0.9957
3	1626	0.8777
3	601	0.8998
3	4165	0.9554
3	1963	0.9425
3	863	0.9823
3	4049	0.6992
3	1680	0.9906
3	857	0.2263
3	4622	0.9861
3	1356	0.6862
3	2338	0.8548
3	2153	0.9893
3	2	0.8885
3	698	0.9918
3	1904	0.9584
3	1563	0.9864
3	4146	0.9023
3	2767	0.971
3	2275	0.9964
3	4027	0.802
3	387	0.9763
3	2457	0.978
3	1914	0.9829
3	864	0.9884
3	3171	0.867
3	1917	0.9943
3	920	0.9709
3	2317	0.8962
3	3818	0.9987
3	164	0.9862
3	2782	0.9956
3	3040	0.9707
3	2856	0.8162
3	3993	0.9946
3	1922	0.9979
3	2352	0.9958
3	2748	0.99
3	2972	0.9845
3	1903	0.9919
3	1588	0.9656
3	3412	0.9586
3	1775	0.9875
4	2266	0.887
4	258	0.3291
4	4389	0.5719
4	2770	0.9538
4	3361	0.8934
4	2	-0.8353
4	3165	0.8934
4	756	0.5574
4	29	0.8934
4	3270	0.7845
4	1524	-0.6705
4	1145	0.9383
4	505	0.8017
4	919	0.0
5	2452	0.8176
5	3	0.958
5	4369	0.7684
5	3478	0.5994
5	3397	0.5719
5	2774	0.7579
6	1233	0.5267
6	866	-0.4497
6	2818	-0.2263
6	1966	0.8074
6	1286	0.7964
6	1394	0.8689
6	636	0.754
7	5	-0.8594
7	3958	-0.2732
7	4649	0.3565
7	4176	0.7096
7	2747	0.0516
8	258	-0.3948
8	6	0.7964
8	43	0.7717
8	182	0.9022
8	359	0.93
8	1060	0.5719
8	895	0.93
8	964	0.9313
8	1359	0.5994
8	1923	0.7717
8	3875	0.8402
8	1732	0.9442
8	572	0.7445
8	1713	0.7964
8	972	0.9738
8	2775	0.5719
8	1994	0.5719
9	3574	0.9001
9	3414	0.7841
9	1049	0.9259
9	656	0.8271
9	3408	0.9159
9	3155	0.765
9	3573	0.4767
9	4138	0.7411
9	1488	0.8122
9	3991	0.9429
10	36	0.8766
10	15	0.9959
10	58	0.9476
10	186	0.7824
10	8	0.9746
10	782	-0.7193
10	60	0.5158
10	45	-0.803
10	34	-0.803
10	9	0.9692
10	634	0.9892
10	3868	-0.6486
10	156	0.2862
10	3455	0.7506
10	219	-0.8196
10	780	0.8851
10	13	0.974
10	4204	0.296
10	35	-0.803
10	2697	0.9623
10	104	-0.7791
10	61	-0.072
10	749	0.9231
10	3184	0.3182
10	33	-0.803
10	961	0.438
10	2369	0.3182
10	300	0.3995
10	12	0.9522
11	717	0.9677
11	4212	-0.6117
11	3258	0.8202
11	3909	0.9022
11	618	0.8782
11	2083	0.6124
11	1251	0.9768
11	3264	0.0146
11	4460	0.1793
11	3362	0.9394
11	1191	0.9818
11	1222	0.9634
11	645	0.9492
11	4319	0.9452
11	65	0.9709
11	3296	0.9753
11	4687	0.9598
11	4330	0.846
11	1704	0.8947
11	9	0.8624
11	445	0.9803
11	2849	0.4877
11	2779	0.7906
12	4663	0.3182
12	2425	0.9568
12	2392	0.7964
12	2527	0.9642
12	603	0.8481
12	46	0.1513
12	2249	0.955
12	63	0.9255
12	10	0.87
13	24	0.9921
13	10	0.3377
13	2009	-0.5423
13	17	0.8193
14	10	0.8024
14	636	0.9128
14	1940	0.9646
14	16	0.9154
14	75	0.998
14	837	0.9808
14	11	0.9638
14	1836	0.9272
14	3252	0.9587
14	4142	0.9455
14	1866	0.9653
14	406	0.9979
14	4402	0.6582
14	410	0.9887
14	3264	-0.8201
15	738	0.3999
15	913	0.7888
15	575	0.5712
15	2498	0.8555
15	967	0.3051
15	2264	0.944
15	2629	0.9594
15	4739	0.9366
15	1016	0.9514
15	1939	0.9283
15	132	0.8225
15	3255	0.5844
15	191	0.8026
15	2018	0.9225
15	1356	0.9667
15	727	0.9804
15	2304	0.7602
15	2372	0.8481
15	1260	0.3566
15	4142	0.8126
15	4554	0.9143
15	2864	0.8553
15	888	0.9663
15	4124	0.34
15	927	0.7102
15	3135	0.6378
15	212	0.9709
15	1382	0.6249
15	83	0.836
15	1262	0.5817
15	2420	0.296
15	730	0.9874
15	1509	0.8658
15	1781	0.9705
15	3090	0.9647
15	1942	0.9618
15	3329	-0.7717
15	263	0.763
15	49	-0.5439
15	606	0.9087
15	1883	0.9949
15	2573	0.7096
15	257	0.9946
15	2708	0.743
15	2155	0.8555
15	2563	0.8625
15	2076	0.7373
15	1195	0.3818
15	1566	0.9743
15	13	0.9914
15	2981	-0.2944
15	1044	0.9842
15	1870	0.9975
15	4417	0.8176
16	315	-0.354
16	65	0.5719
16	218	0.4404
16	333	0.4804
16	66	0.2732
16	13	-0.3393
16	2584	0.1901
16	41	-0.4939
17	2837	0.7096
17	615	0.1779
17	2569	0.6249
17	1396	0.3384
17	3197	0.7717
17	2908	-0.3105
17	13	0.4939
17	936	0.0572
18	14	0.0877
18	17	0.8325
18	69	0.9891
18	42	0.8687
18	2961	0.9164
18	905	0.6997
18	128	0.9294
18	4032	0.8779
18	13	0.7964
18	45	0.9959
18	22	0.8728
18	2685	0.5719
18	1723	0.958
19	1564	0.7906
19	4195	0.3612
19	14	0.8834
19	1728	-0.022
19	1630	0.743
19	486	-0.6486
20	1758	0.6801
20	4471	0.8219
20	4318	0.8173
20	4454	0.7264
21	3161	0.9725
21	75	0.9861
21	801	0.9769
21	175	0.7096
21	3366	0.6354
21	72	0.8621
21	1179	-0.0742
21	1132	0.2023
21	1020	0.7574
21	3868	0.6249
22	205	-0.8932
22	1453	-0.296
22	2541	0.888
22	1177	0.1779
22	1464	-0.5219
22	18	-0.8172
22	1465	-0.6597
22	391	-0.3616
23	3691	0.4019
23	852	-0.0516
23	1880	0.875
23	3852	0.2483
23	269	-0.9837
23	3640	0.3406
23	3074	0.7367
23	544	0.1999
23	1436	0.2952
23	543	0.4588
23	3158	0.875
23	2795	-0.908
23	19	0.1496
23	283	0.7783
23	2259	0.6148
23	1996	0.8971
23	80	-0.6486
23	1573	-0.9171
23	4089	-0.6757
24	1056	0.8775
24	2888	0.1901
24	171	0.4404
24	272	0.908
24	4480	0.8834
24	1160	0.1857
24	1375	0.9895
25	3489	0.7391
25	21	-0.9293
25	2134	0.9531
25	4466	0.9372
25	2078	0.9321
25	2115	0.9562
25	2248	0.9042
25	4470	0.4215
25	3290	0.7994
26	1518	0.9423
26	23	0.7964
26	337	0.9423
26	1228	0.3612
27	25	0.8885
27	307	0.7579
27	1781	0.8748
27	1070	0.5187
27	1752	0.959
27	2892	0.8519
27	1032	0.8442
27	44	0.875
28	26	0.4404
28	167	0.4404
28	2803	0.4404
